1,"•½¬12”N‘¨’²¸@¬’nˆæWŒv@i‘–±È“Œv‹Çj"
2,"‘æ1•\@’j—•ÊlŒû‹y‚Ñ¢‘Ñ”"
3,"","","","","","","","","","","",""
1557,"25201","064002300","1088.1.1","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",11,2,9,7
1558,"25201","064002310","1088.1.2","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",13,7,6,6
1559,"25201","064002310","1089.1.","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",78,14,64,78
1560,"25201","064002320","1088.1.3","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",19,9,10,15
1561,"25201","064002330","1087.1.","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",76,41,35,41
1562,"25201","064002340","1091.1.3","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",45,22,23,17
1563,"25201","064002350","1091.1.4","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",11,8,3,4
1564,"25201","064002360","1095.1.1","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",32,26,6,22
1565,"25201","064002370","1091.1.5","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",2,1,1,2
1566,"25201","064002380","1095.1.2","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",9,4,5,5
1567,"25201","064002390","1095.1.3","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",27,16,11,13
1568,"25201","064002400","1095.1.4","","","","‘å’ÃŽs","•cŽ­‚Q’š–Ú",6,2,4,2
1569,"25201","064003010","1096.1.7","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1570,"25201","064003020","1096.1.8","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",9,6,3,3
1571,"25201","064003030","1096.1.9","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",12,7,5,2
1572,"25201","064003040","1096.1.10","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1573,"25201","064003050","1096.1.11","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1574,"25201","064003060","1090.1.1","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",52,50,2,52
1575,"25201","064003070","1090.1.2","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",14,14,-,14
1576,"25201","064003080","1090.1.3","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",46,35,11,44
1577,"25201","064003090","1090.1.4","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1578,"25201","064003100","1090.1.5","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1579,"25201","064003110","1090.1.6","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",31,31,-,31
1580,"25201","064003120","1096.1.12","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1581,"25201","064003130","1096.1.13","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1582,"25201","064003140","1096.1.14","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1583,"25201","064003150","1096.1.15","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1584,"25201","064003160","1096.1.16","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1585,"25201","064003170","1096.1.17","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1586,"25201","064003180","1096.1.18","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1587,"25201","064003190","1096.1.19","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1588,"25201","064003200","1096.1.20","","","","‘å’ÃŽs","•cŽ­‚R’š–Ú",-,-,-,-
1589,"25201","067001010","1076.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",37,19,18,13
1590,"25201","067001020","1077.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",52,23,29,14
1591,"25201","067001030","1077.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",40,14,26,13
1592,"25201","067001040","1077.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",47,24,23,16
1593,"25201","067001050","1075.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",28,12,16,9
1594,"25201","067001060","1076.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",57,26,31,19
1595,"25201","067001070","1076.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",22,10,12,8
1596,"25201","067001080","1076.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",16,8,8,5
1597,"25201","067001090","1076.1.5","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",20,9,11,7
1598,"25201","067001100","1075.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",26,17,9,8
1599,"25201","067001110","1075.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",29,13,16,11
1600,"25201","067001120","1075.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",50,26,24,13
1601,"25201","067001130","1074.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",60,27,33,17
1602,"25201","067001140","1075.1.5","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",10,6,4,3
1603,"25201","067001150","1078.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",36,15,21,11
1604,"25201","067001160","1078.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",21,13,8,8
1605,"25201","067001170","1078.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",46,18,28,14
1606,"25201","067001180","1072.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",42,22,20,16
1607,"25201","067001190","1078.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",55,25,30,16
1608,"25201","067001200","1071.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",56,29,27,18
1609,"25201","067001210","1072.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",44,20,24,15
1610,"25201","067001220","1072.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",31,15,16,11
1611,"25201","067001230","1072.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",30,14,16,10
1612,"25201","067001240","1071.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",53,26,27,15
1613,"25201","067001250","1073.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",34,14,20,10
1614,"25201","067001260","1073.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",26,9,17,7
1615,"25201","067001270","1062.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",39,16,23,10
1616,"25201","067001280","1073.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",31,14,17,12
1617,"25201","067001290","1073.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",11,4,7,5
1618,"25201","067001300","1073.1.5","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",48,21,27,13
1619,"25201","067001310","1074.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",49,24,25,13
1620,"25201","067001320","1074.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚P’š–Ú",57,26,31,17
1621,"25201","067002010","1081.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",-,-,-,-
1622,"25201","067002020","1081.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",6,3,3,2
1623,"25201","067002030","1081.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",10,3,7,4
1624,"25201","067002040","1081.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",20,8,12,6
1625,"25201","067002050","1081.1.5","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",9,6,3,2
1626,"25201","067002060","1081.1.6","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",4,2,2,1
1627,"25201","067002070","1080.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",31,15,16,10
1628,"25201","067002080","1081.1.7","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",53,26,27,20
1629,"25201","067002090","1081.1.8","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",47,19,28,12
1630,"25201","067002100","1079.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",31,14,17,10
1631,"25201","067002110","1079.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",2,-,2,1
1632,"25201","067002120","1079.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",8,4,4,4
1633,"25201","067002130","1079.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",30,12,18,9
1634,"25201","067002140","1080.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",47,24,23,19
1635,"25201","067002150","1080.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",6,2,4,3
1636,"25201","067002160","1080.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",10,6,4,4
1637,"25201","067002170","1080.1.5","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",37,18,19,15
1638,"25201","067002180","1079.1.5","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",33,14,19,11
1639,"25201","067002190","1079.1.6","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",25,10,15,10
1640,"25201","067002200","1071.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",50,21,29,16
1641,"25201","067002210","1070.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",33,13,20,12
1642,"25201","067002220","1070.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",89,43,46,25
1643,"25201","067002230","1069.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",36,19,17,12
1644,"25201","067002240","1069.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",32,18,14,10
1645,"25201","067002250","1069.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",38,18,20,12
1646,"25201","067002260","1070.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",42,17,25,14
1647,"25201","067002270","1069.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",8,4,4,2
1648,"25201","067002280","1069.1.5","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",33,15,18,11
1649,"25201","067002290","1067.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",36,15,21,14
1650,"25201","067002300","1068.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",44,21,23,14
1651,"25201","067002310","1068.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",40,20,20,13
1652,"25201","067002320","1068.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",30,12,18,10
1653,"25201","067002330","1068.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",50,24,26,16
1654,"25201","067002340","1067.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",57,26,31,19
1655,"25201","067002350","1067.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",27,13,14,8
1656,"25201","067002360","1067.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",15,7,8,5
1657,"25201","067002370","1067.1.5","","","","‘å’ÃŽs","“ú‹g‘ä‚Q’š–Ú",10,5,5,4
1658,"25201","067003010","1063.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",54,27,27,16
1659,"25201","067003020","1063.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",26,13,13,9
1660,"25201","067003030","1064.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",51,24,27,16
1661,"25201","067003040","1064.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",51,23,28,16
1662,"25201","067003050","1065.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",27,14,13,8
1663,"25201","067003060","1065.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",48,22,26,14
1664,"25201","067003070","1065.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",22,10,12,9
1665,"25201","067003080","1065.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",41,18,23,14
1666,"25201","067003090","1064.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",29,14,15,9
1667,"25201","067003100","1064.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",35,16,19,12
1668,"25201","067003110","1063.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",32,12,20,11
1669,"25201","067003120","1054.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",30,14,16,11
1670,"25201","067003130","1054.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",39,16,23,12
1671,"25201","067003140","1054.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",7,4,3,2
1672,"25201","067003150","1054.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",13,7,6,4
1673,"25201","067003160","1053.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",41,16,25,12
1674,"25201","067003170","1053.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",39,22,17,13
1675,"25201","067003180","1054.1.5","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",53,27,26,16
1676,"25201","067003190","1052.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",55,28,27,17
1677,"25201","067003200","1053.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",74,36,38,22
1678,"25201","067003210","1052.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",39,19,20,14
1679,"25201","067003220","1052.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",20,9,11,6
1680,"25201","067003230","1052.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",41,20,21,14
1681,"25201","067003240","1051.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",35,18,17,13
1682,"25201","067003250","1050.1.8","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",48,22,26,17
1683,"25201","067003260","1050.1.9","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",20,11,9,6
1684,"25201","067003270","1050.1.10","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",19,8,11,6
1685,"25201","067003280","1051.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",25,13,12,9
1686,"25201","067003290","1051.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",66,31,35,15
1687,"25201","067003300","1066.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",38,17,21,13
1688,"25201","067003310","1066.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",52,25,27,15
1689,"25201","067003320","1066.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",44,17,27,14
1690,"25201","067003330","1066.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",8,4,4,2
1691,"25201","067003340","1066.1.5","","","","‘å’ÃŽs","“ú‹g‘ä‚R’š–Ú",45,20,25,11
1692,"25201","067004010","1059.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",21,7,14,6
1693,"25201","067004020","1059.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",41,20,21,11
1694,"25201","067004030","1058.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",33,17,16,11
1695,"25201","067004040","1058.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",47,27,20,14
1696,"25201","067004050","1058.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",56,17,39,16
1697,"25201","067004060","1058.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",22,11,11,7
1698,"25201","067004070","1057.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",58,30,28,17
1699,"25201","067004080","1057.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",51,26,25,16
1700,"25201","067004090","1057.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",46,21,25,14
1701,"25201","067004100","1057.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",25,12,13,10
1702,"25201","067004110","1056.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",59,32,27,18
1703,"25201","067004120","1056.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",24,10,14,10
1704,"25201","067004130","1060.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",69,34,35,20
1705,"25201","067004140","1059.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",32,13,19,12
1706,"25201","067004150","1059.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",70,23,47,15
1707,"25201","067004160","1060.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",30,16,14,10
1708,"25201","067004170","1055.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",40,20,20,12
1709,"25201","067004180","1060.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",56,28,28,18
1710,"25201","067004190","1061.1.1","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",63,29,34,19
1711,"25201","067004200","1061.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",54,24,30,16
1712,"25201","067004210","1062.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",57,26,31,20
1713,"25201","067004220","1062.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",43,17,26,14
1714,"25201","067004230","1063.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",48,25,23,16
1715,"25201","067004240","1061.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",34,16,18,10
1716,"25201","067004250","1055.1.2","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",43,22,21,15
1717,"25201","067004260","1055.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",38,17,21,15
1718,"25201","067004270","1056.1.3","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",18,8,10,7
1719,"25201","067004280","1056.1.4","","","","‘å’ÃŽs","“ú‹g‘ä‚S’š–Ú",33,13,20,8
1720,"25201","071000010","977.2.","","","","‘å’ÃŽs","â–{–{’¬",51,37,14,40
1721,"25201","071000020","984.1.1","","","","‘å’ÃŽs","â–{–{’¬",-,-,-,-
1722,"25201","072001010","1004.1.1","","","","‘å’ÃŽs","â–{‚P’š–Ú",9,4,5,3
1723,"25201","072001020","1001.1.1","","","","‘å’ÃŽs","â–{‚P’š–Ú",15,8,7,6
1724,"25201","072001030","1001.1.2","","","","‘å’ÃŽs","â–{‚P’š–Ú",47,19,28,15
1725,"25201","072001040","1001.1.3","","","","‘å’ÃŽs","â–{‚P’š–Ú",26,11,15,7
1726,"25201","072001050","1001.1.4","","","","‘å’ÃŽs","â–{‚P’š–Ú",9,4,5,2
1727,"25201","072001060","1001.1.5","","","","‘å’ÃŽs","â–{‚P’š–Ú",5,3,2,2
1728,"25201","072001070","989.1.1","","","","‘å’ÃŽs","â–{‚P’š–Ú",36,14,22,14
1729,"25201","072001080","990.1.1","","","","‘å’ÃŽs","â–{‚P’š–Ú",13,7,6,4
1730,"25201","072001080","991.4.","","","","‘å’ÃŽs","â–{‚P’š–Ú",236,131,105,4
1731,"25201","072001090","990.1.2","","","","‘å’ÃŽs","â–{‚P’š–Ú",-,-,-,-
1732,"25201","072001100","990.1.3","","","","‘å’ÃŽs","â–{‚P’š–Ú",48,20,28,15
1733,"25201","072001110","1000.1.1","","","","‘å’ÃŽs","â–{‚P’š–Ú",55,27,28,18
1734,"25201","072001120","1001.1.6","","","","‘å’ÃŽs","â–{‚P’š–Ú",15,7,8,5
1735,"25201","072001130","1001.1.7","","","","‘å’ÃŽs","â–{‚P’š–Ú",3,2,1,2
1736,"25201","072001140","1003.1.1","","","","‘å’ÃŽs","â–{‚P’š–Ú",83,39,44,26
1737,"25201","072001150","1004.1.2","","","","‘å’ÃŽs","â–{‚P’š–Ú",87,37,50,37
1738,"25201","072001160","1003.1.2","","","","‘å’ÃŽs","â–{‚P’š–Ú",78,36,42,30
1739,"25201","072001170","1002.1.1","","","","‘å’ÃŽs","â–{‚P’š–Ú",1,-,1,1
1740,"25201","072001180","1002.1.2","","","","‘å’ÃŽs","â–{‚P’š–Ú",68,33,35,26
1741,"25201","072001190","998.1.1","","","","‘å’ÃŽs","â–{‚P’š–Ú",138,67,71,42
1742,"25201","072001200","999.1.","","","","‘å’ÃŽs","â–{‚P’š–Ú",121,57,64,40
1743,"25201","072001210","1000.1.2","","","","‘å’ÃŽs","â–{‚P’š–Ú",46,21,25,15
1744,"25201","072001220","1000.1.3","","","","‘å’ÃŽs","â–{‚P’š–Ú",42,21,21,15
1745,"25201","072001230","990.1.4","","","","‘å’ÃŽs","â–{‚P’š–Ú",61,32,29,18
1746,"25201","072001240","990.1.5","","","","‘å’ÃŽs","â–{‚P’š–Ú",54,24,30,18
1747,"25201","072001250","989.1.2","","","","‘å’ÃŽs","â–{‚P’š–Ú",106,52,54,37
1748,"25201","072002010","1002.1.3","","","","‘å’ÃŽs","â–{‚Q’š–Ú",60,26,34,21
1749,"25201","072002020","998.1.2","","","","‘å’ÃŽs","â–{‚Q’š–Ú",71,33,38,20
1750,"25201","072002030","997.1.","","","","‘å’ÃŽs","â–{‚Q’š–Ú",126,68,58,43
1751,"25201","072002040","996.1.1","","","","‘å’ÃŽs","â–{‚Q’š–Ú",119,51,68,39
1752,"25201","072002050","996.1.2","","","","‘å’ÃŽs","â–{‚Q’š–Ú",-,-,-,-
1753,"25201","072002060","992.1.1","","","","‘å’ÃŽs","â–{‚Q’š–Ú",7,2,5,3
1754,"25201","072002070","992.1.2","","","","‘å’ÃŽs","â–{‚Q’š–Ú",32,16,16,8
1755,"25201","072002080","992.1.3","","","","‘å’ÃŽs","â–{‚Q’š–Ú",38,15,23,10
1756,"25201","072002090","992.1.4","","","","‘å’ÃŽs","â–{‚Q’š–Ú",58,28,30,18
1757,"25201","072002100","993.1.1","","","","‘å’ÃŽs","â–{‚Q’š–Ú",48,31,17,19
1758,"25201","072002110","993.1.2","","","","‘å’ÃŽs","â–{‚Q’š–Ú",1,-,1,1
1759,"25201","072002120","993.1.3","","","","‘å’ÃŽs","â–{‚Q’š–Ú",49,20,29,13
1760,"25201","072002130","993.1.4","","","","‘å’ÃŽs","â–{‚Q’š–Ú",60,30,30,20
1761,"25201","072002140","994.1.1","","","","‘å’ÃŽs","â–{‚Q’š–Ú",62,29,33,18
1762,"25201","072002150","994.1.2","","","","‘å’ÃŽs","â–{‚Q’š–Ú",44,24,20,15
1763,"25201","072002160","994.1.3","","","","‘å’ÃŽs","â–{‚Q’š–Ú",26,13,13,11
1764,"25201","072002170","995.1.1","","","","‘å’ÃŽs","â–{‚Q’š–Ú",43,19,24,12
1765,"25201","072002180","995.1.2","","","","‘å’ÃŽs","â–{‚Q’š–Ú",69,33,36,25
1766,"25201","072002190","995.1.3","","","","‘å’ÃŽs","â–{‚Q’š–Ú",32,15,17,9
1767,"25201","072002200","995.1.4","","","","‘å’ÃŽs","â–{‚Q’š–Ú",7,4,3,3
1768,"25201","072002210","994.1.4","","","","‘å’ÃŽs","â–{‚Q’š–Ú",34,20,14,11
