1,"ïΩê¨12îNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj"
2,"ëÊ3ï\Å@îNóÓÅi5çŒäKãâÅjÅCíjèóï êlå˚ÅiëçîNóÓãyÇ—äOçëêlÅ|ì¡åfÅj"
3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,"25201","0080","","","","ëÂí√és","äãêÏç◊êÏí¨",46,1,7,3,1,-,-,3,3,4,2,1,4,1,4,9,1,1,1,-,-,-,-,2085,1,25,-,6,2,1,-,-,2,1,1,2,1,3,-,1,3,1,1,-,-,-,-,-,991,-,21,1,1,1,-,-,-,1,2,3,-,-,1,1,3,6,-,-,1,-,-,-,-,1094,1
15,"25201","0090","","","","ëÂí√és","à…çÅóßìÏèØí¨",624,24,22,40,54,43,24,26,31,42,53,48,36,28,38,51,33,22,6,2,1,-,-,27040,-,308,13,12,20,30,19,14,9,13,20,32,24,17,14,20,25,14,10,2,-,-,-,-,13034,-,316,11,10,20,24,24,10,17,18,22,21,24,19,14,18,26,19,12,4,2,1,-,-,14006,-
16,"25201","0100","","","","ëÂí√és","à…çÅóßå¸ç›íní¨",246,9,20,16,11,17,14,16,20,14,9,21,10,19,14,20,9,2,4,1,-,-,-,10043,1,124,5,12,8,3,10,4,9,9,11,4,12,4,6,9,12,4,1,1,-,-,-,-,4989,1,122,4,8,8,8,7,10,7,11,3,5,9,6,13,5,8,5,1,3,1,-,-,-,5054,-
17,"25201","0110","","","","ëÂí√és","à…çÅóßê∂í√í¨",307,13,9,18,24,26,10,17,17,25,23,28,12,20,16,25,10,9,3,2,-,-,-,13037,-,156,6,3,14,15,11,5,8,8,12,12,18,4,12,9,9,5,4,1,-,-,-,-,6400,-,151,7,6,4,9,15,5,9,9,13,11,10,8,8,7,16,5,5,2,2,-,-,-,6637,-
18,"25201","0120","","","","ëÂí√és","à…çÅóßè„ç›íní¨",75,5,4,2,1,5,5,7,2,5,4,6,1,7,7,8,1,3,1,-,1,-,-,3369,1,32,1,1,1,-,1,2,3,1,4,3,4,-,3,4,3,-,-,1,-,-,-,-,1504,1,43,4,3,1,1,4,3,4,1,1,1,2,1,4,3,5,1,3,-,-,1,-,-,1865,-
19,"25201","0130","","","","ëÂí√és","à…çÅóßñkç›íní¨",137,4,3,1,4,9,9,6,7,2,11,15,11,17,5,7,12,5,7,1,1,-,-,7051,-,61,4,1,1,-,3,7,2,5,1,3,7,4,8,3,2,5,2,3,-,-,-,-,2958,-,76,-,2,-,4,6,2,4,2,1,8,8,7,9,2,5,7,3,4,1,1,-,-,4093,-
20,"25201","0140","","","","ëÂí√és","à…çÅóßâ∫ç›íní¨",331,6,18,17,27,27,14,10,14,15,34,21,19,23,28,19,18,10,5,5,1,-,-,14874,-,152,2,11,7,12,12,9,2,5,7,16,11,8,11,12,10,8,6,1,2,-,-,-,6799,-,179,4,7,10,15,15,5,8,9,8,18,10,11,12,16,9,10,4,4,3,1,-,-,8075,-
21,"25201","0150","","","","ëÂí√és","à…çÅóßâ∫ó¥âÿí¨",618,15,27,38,33,30,36,38,33,34,59,46,44,36,33,49,32,23,10,2,-,-,-,27783,3,313,8,19,24,20,16,19,19,14,16,36,24,17,17,18,20,12,7,5,2,-,-,-,13152,1,305,7,8,14,13,14,17,19,19,18,23,22,27,19,15,29,20,16,5,-,-,-,-,14631,2
22,"25201","0160","","","","ëÂí√és","à…çÅóßè„ó¥âÿí¨",250,5,7,9,16,5,10,10,7,11,11,12,13,9,12,19,20,27,29,15,3,-,-,14416,1,89,3,3,4,8,3,4,2,4,5,5,7,5,6,7,7,3,5,5,2,1,-,-,4379,-,161,2,4,5,8,2,6,8,3,6,6,5,8,3,5,12,17,22,24,13,2,-,-,10037,1
23,"25201","0170","","","","ëÂí√és","à…çÅóßìríÜí¨",248,10,17,16,9,11,12,16,17,16,11,18,8,18,32,18,7,4,6,1,1,-,-,10898,-,110,6,7,8,2,4,4,6,9,9,4,12,2,8,15,9,2,2,1,-,-,-,-,4755,-,138,4,10,8,7,7,8,10,8,7,7,6,6,10,17,9,5,2,5,1,1,-,-,6143,-
24,"25201","0180","","","","ëÂí√és","ê^ñÏ",4279,217,263,283,301,280,246,288,329,335,347,340,271,170,199,155,102,65,63,21,3,1,-,164455,62,2041,98,142,152,146,134,108,127,144,162,176,175,138,84,97,81,37,19,16,5,-,-,-,76592,24,2238,119,121,131,155,146,138,161,185,173,171,165,133,86,102,74,65,46,47,16,3,1,-,87863,38
25,"25201","018001","","","","ëÂí√és","ê^ñÏÇPíöñ⁄",1022,38,65,75,77,83,56,50,78,84,86,85,75,34,49,43,22,6,9,5,2,-,-,38923,17,498,22,37,40,41,33,26,20,35,40,43,42,41,16,19,23,12,2,4,2,-,-,-,18600,6,524,16,28,35,36,50,30,30,43,44,43,43,34,18,30,20,10,4,5,3,2,-,-,20323,11
26,"25201","018002","","","","ëÂí√és","ê^ñÏÇQíöñ⁄",1160,62,81,88,87,62,68,75,91,105,101,102,71,36,49,35,27,11,8,1,-,-,-,42474,20,556,29,40,44,43,34,28,35,39,52,48,53,36,18,25,17,10,3,2,-,-,-,-,20083,8,604,33,41,44,44,28,40,40,52,53,53,49,35,18,24,18,17,8,6,1,-,-,-,22391,12
27,"25201","018003","","","","ëÂí√és","ê^ñÏÇRíöñ⁄",142,4,6,10,17,11,6,6,4,11,12,14,8,5,11,6,8,2,1,-,-,-,-,5728,1,73,3,4,8,7,6,3,1,2,4,6,10,2,5,5,3,2,1,1,-,-,-,-,2822,-,69,1,2,2,10,5,3,5,2,7,6,4,6,-,6,3,6,1,-,-,-,-,-,2906,1
28,"25201","018004","","","","ëÂí√és","ê^ñÏÇSíöñ⁄",392,16,16,22,25,16,23,34,20,29,27,35,31,24,25,17,12,11,6,3,-,-,-,16751,7,195,6,8,16,16,10,10,14,6,14,18,18,13,11,15,12,3,3,2,-,-,-,-,8020,3,197,10,8,6,9,6,13,20,14,15,9,17,18,13,10,5,9,8,4,3,-,-,-,8731,4
29,"25201","018005","","","","ëÂí√és","ê^ñÏÇTíöñ⁄",1548,95,95,88,94,106,92,123,135,105,120,100,86,71,65,54,32,35,38,12,1,1,-,60000,17,713,37,53,44,39,49,41,57,62,51,61,50,46,34,33,26,10,10,7,3,-,-,-,26877,7,835,58,42,44,55,57,51,66,73,54,59,50,40,37,32,28,22,25,31,9,1,1,-,33123,10
30,"25201","018006","","","","ëÂí√és","ê^ñÏÇUíöñ⁄",15,2,-,-,1,2,1,-,1,1,1,4,-,-,-,-,1,-,1,-,-,-,-,579,-,6,1,-,-,-,2,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,190,-,9,1,-,-,1,-,1,-,1,-,1,2,-,-,-,-,1,-,1,-,-,-,-,389,-
31,"25201","0240","","","","ëÂí√és","ê^ñÏïÅñÂ",725,30,32,37,37,31,51,32,34,30,34,61,51,50,35,31,41,38,33,21,14,2,-,34943,5,308,18,16,16,20,12,22,12,15,15,19,29,25,26,19,15,15,8,4,1,1,-,-,13242,1,417,12,16,21,17,19,29,20,19,15,15,32,26,24,16,16,26,30,29,20,13,2,-,21701,4
32,"25201","024001","","","","ëÂí√és","ê^ñÏïÅñÂÇPíöñ⁄",555,28,29,32,32,24,46,31,30,27,30,53,46,44,26,25,21,16,11,1,2,1,-,23532,3,256,17,14,14,17,8,22,12,13,14,17,26,21,24,12,13,8,2,2,-,-,-,-,10350,1,299,11,15,18,15,16,24,19,17,13,13,27,25,20,14,12,13,14,9,1,2,1,-,13182,2
33,"25201","024002","","","","ëÂí√és","ê^ñÏïÅñÂÇQíöñ⁄",40,1,3,4,1,3,2,1,4,2,1,4,4,2,3,-,3,1,1,-,-,-,-,1679,1,18,-,2,1,1,1,-,-,2,1,1,1,3,-,3,-,1,1,-,-,-,-,-,807,-,22,1,1,3,-,2,2,1,2,1,-,3,1,2,-,-,2,-,1,-,-,-,-,872,1
34,"25201","024003","","","","ëÂí√és","ê^ñÏïÅñÂÇRíöñ⁄",130,1,-,1,4,4,3,-,-,1,3,4,1,4,6,6,17,21,21,20,12,1,-,9732,1,34,1,-,1,2,3,-,-,-,-,1,2,1,2,4,2,6,5,2,1,1,-,-,2085,-,96,-,-,-,2,1,3,-,-,1,2,2,-,2,2,4,11,16,19,19,11,1,-,7647,1
35,"25201","0270","","","","ëÂí√és","ê^ñÏïÅñÂí¨",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,"25201","0280","","","","ëÂí√és","ê^ñÏç≤êÏí¨",150,4,9,9,3,7,9,2,9,11,10,15,10,9,15,11,8,5,3,1,-,-,-,7037,-,66,1,4,4,1,2,3,1,3,5,8,6,5,4,9,4,5,-,1,-,-,-,-,3156,-,84,3,5,5,2,5,6,1,6,6,2,9,5,5,6,7,3,5,2,1,-,-,-,3881,-
37,"25201","0290","","","","ëÂí√és","ê^ñÏëÂñÏ",860,30,53,72,72,62,63,32,48,69,72,106,48,44,28,25,19,8,6,1,1,-,1,32157,5,413,11,27,31,33,29,39,18,24,28,38,47,31,23,15,7,8,1,1,1,-,-,1,15269,1,447,19,26,41,39,33,24,14,24,41,34,59,17,21,13,18,11,7,5,-,1,-,-,16888,4
38,"25201","029001","","","","ëÂí√és","ê^ñÏëÂñÏÇPíöñ⁄",841,26,53,72,72,61,60,30,48,69,72,104,46,41,28,25,17,8,6,1,1,-,1,31427,5,403,9,27,31,33,28,37,17,24,28,38,47,30,21,15,7,7,1,1,1,-,-,1,14900,1,438,17,26,41,39,33,23,13,24,41,34,57,16,20,13,18,10,7,5,-,1,-,-,16527,4
39,"25201","029002","","","","ëÂí√és","ê^ñÏëÂñÏÇQíöñ⁄",19,4,-,-,-,1,3,2,-,-,-,2,2,3,-,-,2,-,-,-,-,-,-,730,-,10,2,-,-,-,1,2,1,-,-,-,-,1,2,-,-,1,-,-,-,-,-,-,369,-,9,2,-,-,-,-,1,1,-,-,-,2,1,1,-,-,1,-,-,-,-,-,-,361,-
40,"25201","0310","","","","ëÂí√és","ê^ñÏâ∆ìcí¨",41,-,3,1,1,4,-,1,4,1,3,2,1,3,10,2,2,1,-,2,-,-,-,2086,-,17,-,1,-,1,1,-,-,2,-,1,1,1,1,5,1,1,1,-,-,-,-,-,907,-,24,-,2,1,-,3,-,1,2,1,2,1,-,2,5,1,1,-,-,2,-,-,-,1179,-
41,"25201","0320","","","","ëÂí√és","ê^ñÏíJå˚í¨",177,8,9,10,10,12,12,14,2,12,11,19,12,11,13,5,5,4,7,1,-,-,-,7516,-,80,2,5,6,5,8,2,8,1,5,6,9,5,6,7,1,-,1,3,-,-,-,-,3235,-,97,6,4,4,5,4,10,6,1,7,5,10,7,5,6,4,5,3,4,1,-,-,-,4281,-
42,"25201","0330","","","","ëÂí√és","å¸ózí¨",432,8,14,22,22,33,21,13,21,20,19,49,40,29,44,44,22,8,2,1,-,-,-,20331,4,199,2,8,12,10,15,9,5,9,10,10,20,18,12,21,23,12,3,-,-,-,-,-,9380,1,233,6,6,10,12,18,12,8,12,10,9,29,22,17,23,21,10,5,2,1,-,-,-,10951,3
43,"25201","0340","","","","ëÂí√és","î¸ãÛí¨",2027,140,116,92,111,114,197,194,145,154,142,172,102,127,82,65,32,25,9,6,2,-,-,75470,42,997,67,62,39,58,56,88,102,66,80,67,86,56,68,42,27,13,11,5,4,-,-,-,37117,21,1030,73,54,53,53,58,109,92,79,74,75,86,46,59,40,38,19,14,4,2,2,-,-,38353,21
44,"25201","0350","","","","ëÂí√és","â‘âÄí¨",562,7,23,27,36,35,25,15,36,27,38,61,46,51,48,39,20,12,13,2,1,-,-,26231,6,264,3,15,14,24,12,8,8,13,14,14,30,20,26,23,18,11,6,4,1,-,-,-,12084,3,298,4,8,13,12,23,17,7,23,13,24,31,26,25,25,21,9,6,9,1,1,-,-,14147,3
45,"25201","0360","","","","ëÂí√és","ê¥ïóí¨",1323,27,61,137,133,108,50,47,46,120,133,150,85,50,55,45,41,21,6,3,2,-,3,51106,2,632,16,34,58,71,52,25,22,12,50,65,79,46,26,25,17,22,9,2,1,-,-,-,24250,1,691,11,27,79,62,56,25,25,34,70,68,71,39,24,30,28,19,12,4,2,2,-,3,26856,1
46,"25201","0370","","","","ëÂí√és","ózñæí¨",1141,35,77,129,129,75,37,35,67,120,132,113,45,30,44,45,18,5,3,2,-,-,-,40469,1,534,17,45,65,64,24,13,17,20,55,66,62,28,11,16,18,9,3,-,1,-,-,-,18666,-,607,18,32,64,65,51,24,18,47,65,66,51,17,19,28,27,9,2,3,1,-,-,-,21803,1
47,"25201","0380","","","","ëÂí√és","ê¥òaí¨",1424,60,81,167,163,87,45,39,76,180,189,116,53,32,50,34,27,11,5,4,-,-,5,49825,1,668,35,34,85,75,34,20,12,32,74,102,65,28,10,23,19,12,1,3,1,-,-,3,23307,-,756,25,47,82,88,53,25,27,44,106,87,51,25,22,27,15,15,10,2,3,-,-,2,26518,1
48,"25201","0390","","","","ëÂí√és","óŒí¨",1641,46,117,186,188,105,40,39,120,187,207,150,51,54,52,54,27,12,5,1,-,-,-,57942,5,795,22,60,105,96,45,13,14,43,84,96,102,28,19,23,22,18,4,1,-,-,-,-,27693,4,846,24,57,81,92,60,27,25,77,103,111,48,23,35,29,32,9,8,4,1,-,-,-,30249,1
49,"25201","0400","","","","ëÂí√és","åòìc",2154,163,224,172,151,117,189,212,215,184,151,140,88,47,42,23,21,9,5,1,-,-,-,66264,32,1115,93,112,81,79,62,107,100,105,106,83,74,47,24,20,11,7,1,2,1,-,-,-,33961,16,1039,70,112,91,72,55,82,112,110,78,68,66,41,23,22,12,14,8,3,-,-,-,-,32303,16
50,"25201","040001","","","","ëÂí√és","åòìcÇPíöñ⁄",1878,137,201,164,142,107,112,146,185,175,144,131,86,47,42,23,21,9,5,1,-,-,-,59038,32,920,76,100,76,72,52,47,54,85,100,79,68,45,24,20,11,7,1,2,1,-,-,-,28769,16,958,61,101,88,70,55,65,92,100,75,65,63,41,23,22,12,14,8,3,-,-,-,-,30269,16
51,"25201","040002","","","","ëÂí√és","åòìcÇQíöñ⁄",276,26,23,8,9,10,77,66,30,9,7,9,2,-,-,-,-,-,-,-,-,-,-,7226,-,195,17,12,5,7,10,60,46,20,6,4,6,2,-,-,-,-,-,-,-,-,-,-,5192,-,81,9,11,3,2,-,17,20,10,3,3,3,-,-,-,-,-,-,-,-,-,-,-,2034,-
52,"25201","0420","","","","ëÂí√és","ñ{åòìc",8107,416,491,534,526,564,637,545,588,572,588,636,453,411,375,314,199,123,87,35,5,1,7,308578,128,3896,213,258,273,254,265,301,257,277,274,304,316,230,192,183,150,68,43,26,8,1,1,2,144180,65,4211,203,233,261,272,299,336,288,311,298,284,320,223,219,192,164,131,80,61,27,4,-,5,164398,63
53,"25201","042001","","","","ëÂí√és","ñ{åòìcÇPíöñ⁄",1643,59,80,89,90,109,130,94,89,74,95,151,119,134,109,84,54,33,36,14,-,-,-,70564,71,799,37,40,40,47,57,66,47,48,36,48,67,55,61,62,45,14,14,11,4,-,-,-,33062,33,844,22,40,49,43,52,64,47,41,38,47,84,64,73,47,39,40,19,25,10,-,-,-,37502,38
54,"25201","042002","","","","ëÂí√és","ñ{åòìcÇQíöñ⁄",1313,56,57,92,93,78,101,60,84,96,98,97,73,72,68,78,57,29,15,8,1,-,-,53994,-,620,24,31,51,41,31,57,30,35,42,52,51,35,34,30,36,22,10,6,2,-,-,-,24766,-,693,32,26,41,52,47,44,30,49,54,46,46,38,38,38,42,35,19,9,6,1,-,-,29228,-
55,"25201","042003","","","","ëÂí√és","ñ{åòìcÇRíöñ⁄",1726,99,92,91,94,125,133,124,100,97,110,156,112,110,90,74,50,35,21,9,3,1,-,69239,16,835,49,44,46,50,66,63,68,43,47,54,73,66,53,39,37,19,11,4,2,-,1,-,32321,10,891,50,48,45,44,59,70,56,57,50,56,83,46,57,51,37,31,24,17,7,3,-,-,36918,6
56,"25201","042004","","","","ëÂí√és","ñ{åòìcÇSíöñ⁄",1838,118,158,143,126,98,159,162,192,191,153,117,58,39,47,42,14,7,5,2,-,-,7,59223,22,880,57,87,74,65,45,62,69,83,97,84,65,28,16,22,15,6,2,1,-,-,-,2,27766,11,958,61,71,69,61,53,97,93,109,94,69,52,30,23,25,27,8,5,4,2,-,-,5,31457,11
57,"25201","042005","","","","ëÂí√és","ñ{åòìcÇTíöñ⁄",753,26,32,51,70,97,53,32,32,59,66,65,47,31,32,24,19,10,6,-,1,-,-,28147,9,361,11,17,28,27,47,27,15,18,26,31,35,22,18,16,10,6,4,2,-,1,-,-,13414,5,392,15,15,23,43,50,26,17,14,33,35,30,25,13,16,14,13,6,4,-,-,-,-,14733,4
58,"25201","042006","","","","ëÂí√és","ñ{åòìcÇUíöñ⁄",834,58,72,68,53,57,61,73,91,55,66,50,44,25,29,12,5,9,4,2,-,-,-,27411,10,401,35,39,34,24,19,26,28,50,26,35,25,24,10,14,7,1,2,2,-,-,-,-,12851,6,433,23,33,34,29,38,35,45,41,29,31,25,20,15,15,5,4,7,2,2,-,-,-,14560,4
59,"25201","0480","","","","ëÂí√és","àﬂêÏ",3068,124,122,172,276,281,231,153,159,184,256,292,247,153,120,113,81,64,30,7,2,1,-,120548,40,1514,59,60,93,142,156,111,77,86,75,121,146,139,75,57,47,34,21,13,2,-,-,-,57921,13,1554,65,62,79,134,125,120,76,73,109,135,146,108,78,63,66,47,43,17,5,2,1,-,62627,27
60,"25201","048001","","","","ëÂí√és","àﬂêÏÇPíöñ⁄",1167,63,58,71,98,126,98,70,62,85,94,80,74,47,38,51,23,20,6,2,-,1,-,42590,19,602,31,27,36,53,76,47,43,33,35,46,41,47,20,19,24,12,9,3,-,-,-,-,21680,7,565,32,31,35,45,50,51,27,29,50,48,39,27,27,19,27,11,11,3,2,-,1,-,20910,12
61,"25201","048002","","","","ëÂí√és","àﬂêÏÇQíöñ⁄",1240,30,40,75,130,101,84,45,61,74,105,159,123,62,53,37,28,23,6,2,2,-,-,49916,16,589,11,22,43,61,51,40,13,32,30,44,74,68,37,26,12,13,9,3,-,-,-,-,23449,4,651,19,18,32,69,50,44,32,29,44,61,85,55,25,27,25,15,14,3,2,2,-,-,26467,12
62,"25201","048003","","","","ëÂí√és","àﬂêÏÇRíöñ⁄",661,31,24,26,48,54,49,38,36,25,57,53,50,44,29,25,30,21,18,3,-,-,-,28042,5,323,17,11,14,28,29,24,21,21,10,31,31,24,18,12,11,9,3,7,2,-,-,-,12792,2,338,14,13,12,20,25,25,17,15,15,26,22,26,26,17,14,21,18,11,1,-,-,-,15250,3
63,"25201","0510","","","","ëÂí√és","ç°åòìc",3334,302,276,203,179,155,313,353,339,265,213,184,128,108,111,91,65,29,16,2,2,-,-,111300,46,1676,159,138,116,91,76,145,168,179,140,115,103,56,51,53,39,30,10,6,1,-,-,-,54790,18,1658,143,138,87,88,79,168,185,160,125,98,81,72,57,58,52,35,19,10,1,2,-,-,56510,28
64,"25201","051001","","","","ëÂí√és","ç°åòìcÇPíöñ⁄",511,24,36,30,24,23,23,31,34,35,27,30,33,33,45,38,26,9,9,-,1,-,-,21995,-,242,10,15,14,13,9,14,13,14,21,14,16,12,19,25,16,11,2,4,-,-,-,-,10426,-,269,14,21,16,11,14,9,18,20,14,13,14,21,14,20,22,15,7,5,-,1,-,-,11569,-
65,"25201","051002","","","","ëÂí√és","ç°åòìcÇQíöñ⁄",2142,212,159,139,129,105,250,230,208,186,149,111,68,52,52,39,29,17,5,1,1,-,-,67546,38,1083,112,79,80,68,54,112,115,109,93,85,58,29,23,23,18,15,8,2,-,-,-,-,33527,14,1059,100,80,59,61,51,138,115,99,93,64,53,39,29,29,21,14,9,3,1,1,-,-,34019,24
66,"25201","051003","","","","ëÂí√és","ç°åòìcÇRíöñ⁄",681,66,81,34,26,27,40,92,97,44,37,43,27,23,14,14,10,3,2,1,-,-,-,21759,8,351,37,44,22,10,13,19,40,56,26,16,29,15,9,5,5,4,-,-,1,-,-,-,10837,4,330,29,37,12,16,14,21,52,41,18,21,14,12,14,9,9,6,3,2,-,-,-,-,10922,4
67,"25201","0541","","","","ëÂí√és","ã¬ñÿí¨",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
68,"25201","0542","","","","ëÂí√és","ã¬ñÿ",2672,107,128,145,172,187,158,139,142,153,160,217,203,165,166,148,136,71,57,15,2,1,-,115589,4,1276,53,63,66,79,107,79,66,75,65,78,104,93,79,91,75,52,25,22,3,-,1,-,53875,2,1396,54,65,79,93,80,79,73,67,88,82,113,110,86,75,73,84,46,35,12,2,-,-,61714,2
69,"25201","054201","","","","ëÂí√és","ã¬ñÿÇPíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
70,"25201","054202","","","","ëÂí√és","ã¬ñÿÇQíöñ⁄",1122,42,54,68,86,79,60,59,65,70,73,85,84,64,60,67,61,24,18,3,-,-,-,47281,2,532,22,31,28,42,41,30,28,33,28,36,43,38,29,35,32,26,7,3,-,-,-,-,21672,1,590,20,23,40,44,38,30,31,32,42,37,42,46,35,25,35,35,17,15,3,-,-,-,25609,1
