1,"ïΩê¨ÇVîNçëê®í≤ç∏Å@è¨ínàÊèWåvÅ@Åiëçñ±è»ìùåvã«Åj"
2,"ëÊ6ï\Å@ê¢ë—ÇÃâ∆ë∞óﬁå^Åi6ãÊï™Åjï àÍî ê¢ë—êîÅCàÍî ê¢ë—êlàıãyÇ—êeë∞êlàıÅi6çŒñ¢ñûÅE18çŒñ¢ñûÅE65çŒà»è„êeë∞ÇÃÇ¢ÇÈàÍî ê¢ë—Å|ì¡åfÅj"
3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14,"25201","0080","ëÂí√és","äãêÏÅ@ç◊êÏí¨",19,59,59,3.1052631579,6,32,10,7,37,18,12,26,19,16,56,56,3.5,6,32,10,7,37,18,9,23,16,13,40,40,3.0769230769,4,19,7,5,24,14,7,14,13,8,16,16,2,-,-,-,-,-,-,7,14,13,5,24,24,4.8,4,19,7,5,24,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,16,16,5.3333333333,2,13,3,2,13,4,2,9,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,1,-,-,-,-,-,-,3,3,3
15,"25201","0090","ëÂí√és","à…çÅóßÅ@ìÏèØí¨",146,648,646,4.4246575342,21,130,30,77,438,146,97,475,137,141,643,641,4.5460992908,21,130,30,77,438,146,95,473,135,55,170,169,3.0727272727,1,4,2,11,48,17,17,38,26,16,33,32,2,-,-,-,-,-,-,9,19,15,30,116,116,3.8666666667,1,4,2,11,48,17,3,9,6,9,21,21,2.3333333333,-,-,-,-,-,-,5,10,5,86,473,472,5.488372093,20,126,28,66,390,129,78,435,109,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,1,-,-,-,-,-,-,2,2,2
16,"25201","0100","ëÂí√és","à…çÅóßÅ@å¸ç›íní¨",64,267,267,4.171875,15,88,22,32,181,58,32,160,45,58,261,261,4.5,15,88,22,32,181,58,31,159,44,25,73,73,2.92,5,19,6,8,29,13,6,15,8,10,20,20,2,-,-,-,-,-,-,3,6,5,15,53,53,3.5333333333,5,19,6,8,29,13,3,9,3,-,-,-,-,-,-,-,-,-,-,-,-,-,33,188,188,5.696969697,10,69,16,24,152,45,25,144,36,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,1,-,-,-,-,-,-,1,1,1
17,"25201","0110","ëÂí√és","à…çÅóßÅ@ê∂í√í¨",71,314,314,4.4225352113,9,43,12,38,206,73,49,230,70,70,313,313,4.4714285714,9,43,12,38,206,73,48,229,69,22,67,67,3.0454545455,3,10,4,7,25,11,6,13,11,5,10,10,2,-,-,-,-,-,-,4,8,8,12,43,43,3.5833333333,3,10,4,5,18,7,1,3,2,5,14,14,2.8,-,-,-,2,7,4,1,2,1,48,246,246,5.125,6,33,8,31,181,62,42,216,58,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,1,1,1
18,"25201","0120","ëÂí√és","à…çÅóßÅ@è„ç›íní¨",21,67,67,3.1904761905,3,14,4,6,30,9,12,41,18,19,65,65,3.4210526316,3,14,4,6,30,9,11,40,17,11,28,28,2.5454545455,1,4,1,1,4,2,4,8,7,5,10,10,2,-,-,-,-,-,-,3,6,6,4,14,14,3.5,1,4,1,1,4,2,-,-,-,2,4,4,2,-,-,-,-,-,-,1,2,1,8,37,37,4.625,2,10,3,5,26,7,7,32,10,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,1,-,-,-,-,-,-,1,1,1
19,"25201","0130","ëÂí√és","à…çÅóßÅ@ñkç›íní¨",45,166,166,3.6888888889,5,32,8,11,67,21,27,103,43,40,161,161,4.025,5,32,8,11,67,21,26,102,42,19,59,59,3.1052631579,1,10,2,1,10,6,9,21,15,8,16,16,2,-,-,-,-,-,-,5,10,9,9,38,38,4.2222222222,1,10,2,1,10,6,2,6,4,2,5,5,2.5,-,-,-,-,-,-,2,5,2,21,102,102,4.8571428571,4,22,6,10,57,15,17,81,27,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,1,-,-,-,-,-,-,1,1,1
20,"25201","0140","ëÂí√és","à…çÅóßÅ@â∫ç›íní¨",89,363,362,4.0674157303,17,96,25,47,245,89,50,208,67,83,357,356,4.2891566265,17,96,25,47,245,89,46,204,63,39,123,122,3.1282051282,4,17,7,13,53,26,12,25,18,10,20,20,2,-,-,-,-,-,-,8,16,13,21,83,83,3.9523809524,4,17,7,11,47,23,1,3,2,8,20,19,2.375,-,-,-,2,6,3,3,6,3,44,234,234,5.3181818182,13,79,18,34,192,63,34,179,45,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,6,1,-,-,-,-,-,-,4,4,4
21,"25201","0150","ëÂí√és","à…çÅóßÅ@â∫ó≥âÿí¨",207,689,687,3.3188405797,27,134,33,74,355,137,106,347,146,175,657,655,3.7428571429,27,134,33,74,355,137,87,328,127,116,363,361,3.1120689655,9,37,10,33,132,62,39,89,62,30,62,60,2,-,-,-,-,-,-,22,44,37,68,259,259,3.8088235294,9,37,10,30,123,57,9,28,17,18,42,42,2.3333333333,-,-,-,3,9,5,8,17,8,59,294,294,4.9830508475,18,97,23,41,223,75,48,239,65,-,-,-,-,-,-,-,-,-,-,-,-,-,32,32,32,1,-,-,-,-,-,-,19,19,19
22,"25201","0160","ëÂí√és","à…çÅóßÅ@è„ó≥âÿí¨",40,175,175,4.375,7,38,9,19,106,37,29,134,37,36,171,171,4.75,7,38,9,19,106,37,27,132,35,8,27,27,3.375,2,9,2,2,9,5,2,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,6,23,23,3.8333333333,2,9,2,2,9,5,1,3,1,2,4,4,2,-,-,-,-,-,-,1,2,1,28,144,144,5.1428571429,5,29,7,17,97,32,25,127,33,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,1,-,-,-,-,-,-,2,2,2
23,"25201","0170","ëÂí√és","à…çÅóßÅ@ìríÜí¨",75,255,253,3.3733333333,11,61,14,24,125,48,43,150,52,60,240,238,3.9666666667,11,61,14,24,125,48,35,142,44,31,90,90,2.9032258065,1,5,2,6,25,12,13,32,19,12,24,24,2,-,-,-,-,-,-,7,14,12,16,58,58,3.625,1,5,2,6,25,12,4,13,5,3,8,8,2.6666666667,-,-,-,-,-,-,2,5,2,29,150,148,5.1034482759,10,56,12,18,100,36,22,110,25,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,15,1,-,-,-,-,-,-,8,8,8
24,"25201","0180","ëÂí√és","ê^ñÏ",1274,4115,4110,3.2260596546,264,1056,336,593,2501,1032,287,1086,391,1102,3939,3938,3.5735027223,264,1056,336,593,2501,1032,262,1061,366,911,2944,2943,3.2305159166,224,823,278,470,1795,800,109,252,158,217,434,434,2,-,-,-,-,-,-,61,122,96,612,2304,2304,3.7647058824,219,809,271,437,1697,746,25,81,36,82,206,205,2.5,5,14,7,33,98,54,23,49,26,191,995,995,5.2094240838,40,233,58,123,706,232,153,809,208,4,8,4,1,-,-,-,-,-,-,-,-,-,168,168,168,1,-,-,-,-,-,-,25,25,25
25,"25201","018001","ëÂí√és","ê^ñÏÇPíöñ⁄",303,1016,1016,3.3531353135,57,236,70,142,614,258,74,274,101,270,983,983,3.6407407407,57,236,70,142,614,258,68,268,95,226,749,749,3.314159292,48,182,59,115,452,200,33,77,50,51,102,102,2,-,-,-,-,-,-,18,36,28,158,604,604,3.8227848101,47,178,57,108,429,188,10,31,16,17,43,43,2.5294117647,1,4,2,7,23,12,5,10,6,44,234,234,5.3181818182,9,54,11,27,162,58,35,191,45,-,-,-,-,-,-,-,-,-,-,-,-,-,33,33,33,1,-,-,-,-,-,-,6,6,6
26,"25201","018002","ëÂí√és","ê^ñÏÇQíöñ⁄",350,1145,1145,3.2714285714,78,320,102,175,720,313,60,218,87,311,1106,1106,3.5562700965,78,320,102,175,720,313,54,212,81,265,872,872,3.2905660377,65,246,83,146,559,260,25,60,40,57,114,114,2,-,-,-,-,-,-,16,32,26,177,676,676,3.8192090395,63,242,81,130,513,235,6,20,9,31,82,82,2.6451612903,2,4,2,16,46,25,3,8,5,46,234,234,5.0869565217,13,74,19,29,161,53,29,152,41,-,-,-,-,-,-,-,-,-,-,-,-,-,39,39,39,1,-,-,-,-,-,-,6,6,6
27,"25201","018003","ëÂí√és","ê^ñÏÇRíöñ⁄",35,136,136,3.8857142857,5,25,7,18,91,35,13,60,19,31,132,132,4.2580645161,5,25,7,18,91,35,11,58,17,21,73,73,3.4761904762,3,13,5,11,46,20,2,4,3,5,10,10,2,-,-,-,-,-,-,2,4,3,15,61,61,4.0666666667,3,13,5,11,46,20,-,-,-,1,2,2,2,-,-,-,-,-,-,-,-,-,10,59,59,5.9,2,12,2,7,45,15,9,54,14,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,4,1,-,-,-,-,-,-,2,2,2
28,"25201","018004","ëÂí√és","ê^ñÏÇSíöñ⁄",104,389,389,3.7403846154,18,80,22,46,226,78,48,216,66,94,379,379,4.0319148936,18,80,22,46,226,78,46,214,64,52,157,157,3.0192307692,10,34,11,19,72,31,11,26,13,16,32,32,2,-,-,-,-,-,-,6,12,8,33,119,119,3.6060606061,10,34,11,18,70,30,3,10,3,3,6,6,2,-,-,-,1,2,1,2,4,2,42,222,222,5.2857142857,8,46,11,27,154,47,35,188,51,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,1,-,-,-,-,-,-,2,2,2
29,"25201","018005","ëÂí√és","ê^ñÏÇTíöñ⁄",478,1417,1412,2.9539748954,106,395,135,210,843,345,91,315,116,392,1327,1326,3.3826530612,106,395,135,210,843,345,82,306,107,343,1081,1080,3.1486880466,98,348,120,177,659,286,37,82,50,87,174,174,2,-,-,-,-,-,-,19,38,31,226,834,834,3.6902654867,96,342,117,168,632,270,5,17,6,30,73,72,2.4,2,6,3,9,27,16,13,27,13,49,246,246,5.0204081633,8,47,15,33,184,59,45,224,57,4,8,4,1,-,-,-,-,-,-,-,-,-,82,82,82,1,-,-,-,-,-,-,9,9,9
30,"25201","018006","ëÂí√és","ê^ñÏÇUíöñ⁄",4,12,12,3,-,-,-,2,7,3,1,3,2,4,12,12,3,-,-,-,2,7,3,1,3,2,4,12,12,3,-,-,-,2,7,3,1,3,2,1,2,2,2,-,-,-,-,-,-,-,-,-,3,10,10,3.3333333333,-,-,-,2,7,3,1,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,"25201","0200","ëÂí√és","ê^ñÏïÅñÂ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,"25201","0240","ëÂí√és","ê^ñÏïÅñÂ",166,624,624,3.7590361446,22,123,29,73,359,124,77,332,104,152,610,610,4.0131578947,22,123,29,73,359,124,74,329,101,85,266,266,3.1294117647,6,23,8,32,121,50,18,40,30,18,36,36,2,-,-,-,-,-,-,12,24,19,56,203,203,3.625,6,23,8,28,109,45,4,12,8,11,27,27,2.4545454545,-,-,-,4,12,5,2,4,3,67,344,344,5.1343283582,16,100,21,41,238,74,56,289,71,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,14,1,-,-,-,-,-,-,3,3,3
33,"25201","024001","ëÂí√és","ê^ñÏïÅñÂÇPíöñ⁄",150,555,555,3.7,20,109,26,63,309,106,72,308,97,136,541,541,3.9779411765,20,109,26,63,309,106,69,305,94,75,231,231,3.08,6,23,8,27,102,41,17,38,28,16,32,32,2,-,-,-,-,-,-,11,22,17,48,172,172,3.5833333333,6,23,8,23,90,36,4,12,8,11,27,27,2.4545454545,-,-,-,4,12,5,2,4,3,61,310,310,5.0819672131,14,86,18,36,207,65,52,267,66,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,14,1,-,-,-,-,-,-,3,3,3
34,"25201","024002","ëÂí√és","ê^ñÏïÅñÂÇQíöñ⁄",11,47,47,4.2727272727,2,14,3,7,34,12,4,19,6,11,47,47,4.2727272727,2,14,3,7,34,12,4,19,6,7,24,24,3.4285714286,-,-,-,4,14,6,1,2,2,1,2,2,2,-,-,-,-,-,-,1,2,2,6,22,22,3.6666666667,-,-,-,4,14,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,23,23,5.75,2,14,3,3,20,6,3,17,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,"25201","024003","ëÂí√és","ê^ñÏïÅñÂÇRíöñ⁄",5,22,22,4.4,-,-,-,3,16,6,1,5,1,5,22,22,4.4,-,-,-,3,16,6,1,5,1,3,11,11,3.6666666667,-,-,-,1,5,3,-,-,-,1,2,2,2,-,-,-,-,-,-,-,-,-,2,9,9,4.5,-,-,-,1,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,11,11,5.5,-,-,-,2,11,3,1,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
