1,"•½¬17”N‘¨’²¸@¬’nˆæWŒv@i‘–±È“Œv‹Çj"
2,"‘æ1•\@’j—•ÊlŒû‹y‚Ñ¢‘Ñ”"
3,"","","","","","","","","","","",""
10412,"25203","007000230","97.1.4","","","","’·•lŽs","ŽOƒc–îŒ³’¬",-,-,-,-
10413,"25203","007000240","98.1.4","","","","’·•lŽs","ŽOƒc–îŒ³’¬",36,19,17,11
10414,"25203","007000250","430.1.","","","","’·•lŽs","ŽOƒc–îŒ³’¬",119,58,61,39
10415,"25203","007000260","95.1.","","","","’·•lŽs","ŽOƒc–îŒ³’¬",81,40,41,32
10416,"25203","007000270","96.1.","","","","’·•lŽs","ŽOƒc–îŒ³’¬",122,56,66,42
10417,"25203","008000010","81.1.","","","","’·•lŽs","––L’¬",55,25,30,20
10418,"25203","008000020","80.1.","","","","’·•lŽs","––L’¬",148,74,74,57
10419,"25203","008000030","79.1.4","","","","’·•lŽs","––L’¬",16,7,9,7
10420,"25203","008000040","79.1.3","","","","’·•lŽs","––L’¬",28,14,14,9
10421,"25203","008000050","78.1.","","","","’·•lŽs","––L’¬",103,79,24,75
10422,"25203","008000060","79.1.1","","","","’·•lŽs","––L’¬",56,28,28,19
10423,"25203","008000070","79.1.2","","","","’·•lŽs","––L’¬",117,57,60,32
10424,"25203","008000080","421.1.","","","","’·•lŽs","––L’¬",72,39,33,38
10425,"25203","008000080","422.1.","","","","’·•lŽs","––L’¬",99,51,48,45
10426,"25203","008000090","77.1.","","","","’·•lŽs","––L’¬",187,100,87,91
10427,"25203","009000010","114.1.1","","","","’·•lŽs","“ìŒà•ž’¬",4,1,3,1
10428,"25203","009000020","113.1.1","","","","’·•lŽs","“ìŒà•ž’¬",20,10,10,8
10429,"25203","009000030","113.1.2","","","","’·•lŽs","“ìŒà•ž’¬",-,-,-,-
10430,"25203","009000040","105.1.1","","","","’·•lŽs","“ìŒà•ž’¬",59,33,26,38
10431,"25203","009000050","114.1.2","","","","’·•lŽs","“ìŒà•ž’¬",28,15,13,11
10432,"25203","009000060","113.1.3","","","","’·•lŽs","“ìŒà•ž’¬",-,-,-,-
10433,"25203","009000070","113.1.4","","","","’·•lŽs","“ìŒà•ž’¬",130,60,70,46
10434,"25203","009000080","112.1.1","","","","’·•lŽs","“ìŒà•ž’¬",18,8,10,8
10435,"25203","009000090","114.1.3","","","","’·•lŽs","“ìŒà•ž’¬",11,5,6,6
10436,"25203","009000100","114.1.4","","","","’·•lŽs","“ìŒà•ž’¬",42,21,21,16
10437,"25203","009000110","112.1.2","","","","’·•lŽs","“ìŒà•ž’¬",82,38,44,27
10438,"25203","009000120","112.1.3","","","","’·•lŽs","“ìŒà•ž’¬",18,5,13,6
10439,"25203","009000130","105.1.2","","","","’·•lŽs","“ìŒà•ž’¬",19,7,12,10
10440,"25203","009000140","105.1.3","","","","’·•lŽs","“ìŒà•ž’¬",44,22,22,16
10441,"25203","010000010","92.1.1","","","","’·•lŽs","Œö‰€’¬",-,-,-,-
10442,"25203","010000020","89.1.","","","","’·•lŽs","Œö‰€’¬",156,78,78,54
10443,"25203","010000030","92.1.2","","","","’·•lŽs","Œö‰€’¬",42,20,22,21
10444,"25203","010000040","90.1.","","","","’·•lŽs","Œö‰€’¬",168,78,90,70
10445,"25203","010000050","91.1.1","","","","’·•lŽs","Œö‰€’¬",25,11,14,9
10446,"25203","010000060","91.1.2","","","","’·•lŽs","Œö‰€’¬",42,22,20,16
10447,"25203","010000070","93.1.1","","","","’·•lŽs","Œö‰€’¬",7,4,3,2
10448,"25203","010000080","93.1.2","","","","’·•lŽs","Œö‰€’¬",82,45,37,38
10449,"25203","010000080","428.1.","","","","’·•lŽs","Œö‰€’¬",142,62,80,57
10450,"25203","010000080","429.1.","","","","’·•lŽs","Œö‰€’¬",106,52,54,42
10451,"25203","010000090","93.1.3","","","","’·•lŽs","Œö‰€’¬",49,23,26,17
10452,"25203","010000100","93.1.4","","","","’·•lŽs","Œö‰€’¬",-,-,-,-
10453,"25203","010000110","91.1.3","","","","’·•lŽs","Œö‰€’¬",14,9,5,3
10454,"25203","011000010","88.1.1","","","","’·•lŽs","“a’¬",27,16,11,14
10455,"25203","011000020","88.1.2","","","","’·•lŽs","“a’¬",6,2,4,2
10456,"25203","011000030","88.1.3","","","","’·•lŽs","“a’¬",111,50,61,51
10457,"25203","011000040","88.1.4","","","","’·•lŽs","“a’¬",35,14,21,11
10458,"25203","011000050","424.1.","","","","’·•lŽs","“a’¬",154,66,88,54
10459,"25203","011000050","425.1.","","","","’·•lŽs","“a’¬",130,63,67,50
10460,"25203","011000050","426.1.","","","","’·•lŽs","“a’¬",98,42,56,42
10461,"25203","011000050","427.1.","","","","’·•lŽs","“a’¬",113,49,64,41
10462,"25203","012000010","82.1.","","","","’·•lŽs","à–a’¬",25,16,9,12
10463,"25203","012000010","83.1.","","","","’·•lŽs","à–a’¬",123,59,64,40
10464,"25203","012000010","423.1.","","","","’·•lŽs","à–a’¬",126,54,72,59
10465,"25203","013000010","418.1.1","","","","’·•lŽs","’©“ú’¬",7,3,4,4
10466,"25203","013000020","61.1.1","","","","’·•lŽs","’©“ú’¬",23,7,16,7
10467,"25203","013000030","61.1.2","","","","’·•lŽs","’©“ú’¬",26,13,13,8
10468,"25203","013000040","61.1.3","","","","’·•lŽs","’©“ú’¬",47,21,26,34
10469,"25203","013000050","418.1.2","","","","’·•lŽs","’©“ú’¬",26,12,14,8
10470,"25203","013000060","62.1.2","","","","’·•lŽs","’©“ú’¬",82,35,47,25
10471,"25203","013000070","62.1.1","","","","’·•lŽs","’©“ú’¬",77,39,38,24
10472,"25203","013000080","63.1.1","","","","’·•lŽs","’©“ú’¬",61,29,32,20
10473,"25203","013000090","63.1.2","","","","’·•lŽs","’©“ú’¬",8,3,5,3
10474,"25203","013000100","418.1.3","","","","’·•lŽs","’©“ú’¬",15,7,8,5
10475,"25203","013000110","418.1.4","","","","’·•lŽs","’©“ú’¬",57,25,32,20
10476,"25203","013000120","72.1.3","","","","’·•lŽs","’©“ú’¬",27,15,12,9
10477,"25203","013000130","63.1.3","","","","’·•lŽs","’©“ú’¬",23,11,12,15
10478,"25203","013000140","65.1.1","","","","’·•lŽs","’©“ú’¬",10,6,4,5
10479,"25203","013000150","65.1.2","","","","’·•lŽs","’©“ú’¬",44,21,23,15
10480,"25203","013000160","72.1.1","","","","’·•lŽs","’©“ú’¬",37,15,22,19
10481,"25203","013000170","72.1.2","","","","’·•lŽs","’©“ú’¬",34,16,18,15
10482,"25203","013000180","420.1.1","","","","’·•lŽs","’©“ú’¬",16,9,7,5
10483,"25203","013000190","420.1.2","","","","’·•lŽs","’©“ú’¬",28,12,16,10
10484,"25203","013000200","68.1.1","","","","’·•lŽs","’©“ú’¬",18,9,9,9
10485,"25203","013000210","68.1.2","","","","’·•lŽs","’©“ú’¬",9,2,7,4
10486,"25203","013000220","68.1.3","","","","’·•lŽs","’©“ú’¬",19,9,10,11
10487,"25203","013000230","69.1.1","","","","’·•lŽs","’©“ú’¬",74,37,37,31
10488,"25203","013000240","69.1.2","","","","’·•lŽs","’©“ú’¬",58,25,33,21
10489,"25203","013000250","71.1.1","","","","’·•lŽs","’©“ú’¬",46,18,28,24
10490,"25203","013000260","71.1.2","","","","’·•lŽs","’©“ú’¬",69,29,40,24
10491,"25203","013000270","420.1.3","","","","’·•lŽs","’©“ú’¬",24,10,14,15
10492,"25203","013000280","420.1.4","","","","’·•lŽs","’©“ú’¬",8,4,4,3
10493,"25203","013000290","74.1.3","","","","’·•lŽs","’©“ú’¬",25,8,17,11
10494,"25203","013000300","420.1.5","","","","’·•lŽs","’©“ú’¬",24,10,14,8
10495,"25203","013000310","420.1.6","","","","’·•lŽs","’©“ú’¬",75,38,37,28
10496,"25203","013000320","68.1.4","","","","’·•lŽs","’©“ú’¬",66,29,37,30
10497,"25203","013000330","68.1.5","","","","’·•lŽs","’©“ú’¬",23,11,12,8
10498,"25203","013000340","76.1.1","","","","’·•lŽs","’©“ú’¬",27,12,15,13
10499,"25203","013000350","74.1.1","","","","’·•lŽs","’©“ú’¬",30,13,17,10
10500,"25203","013000360","74.1.2","","","","’·•lŽs","’©“ú’¬",70,36,34,24
10501,"25203","013000370","76.1.2","","","","’·•lŽs","’©“ú’¬",19,9,10,8
10502,"25203","013000380","76.1.3","","","","’·•lŽs","’©“ú’¬",53,26,27,20
10503,"25203","014000010","59.1.1","","","","’·•lŽs","–k‘D’¬",31,16,15,8
10504,"25203","014000020","59.1.2","","","","’·•lŽs","–k‘D’¬",9,4,5,5
10505,"25203","014000040","59.1.3","","","","’·•lŽs","–k‘D’¬",29,11,18,14
10506,"25203","014000050","59.1.4","","","","’·•lŽs","–k‘D’¬",17,8,9,9
10507,"25203","014000060","65.1.3","","","","’·•lŽs","–k‘D’¬",39,18,21,20
10508,"25203","014000070","65.1.4","","","","’·•lŽs","–k‘D’¬",11,7,4,5
10509,"25203","014000080","419.1.1","","","","’·•lŽs","–k‘D’¬",47,23,24,23
10510,"25203","014000090","419.1.2","","","","’·•lŽs","–k‘D’¬",-,-,-,-
10511,"25203","015000010","67.1.","","","","’·•lŽs","`’¬",90,59,31,48
10512,"25203","015000020","419.1.3","","","","’·•lŽs","`’¬",57,33,24,21
10513,"25203","015000040","419.1.4","","","","’·•lŽs","`’¬",14,6,8,7
10514,"25203","016000010","94.1.","","","","’·•lŽs","‘å“‡’¬",59,29,30,27
10515,"25203","017000010","31.1.1","","","","’·•lŽs","”ª”¦“Œ’¬",31,16,15,10
10516,"25203","017000020","33.8.1","","","","’·•lŽs","”ª”¦“Œ’¬",49,37,12,34
10517,"25203","017000030","33.8.2","","","","’·•lŽs","”ª”¦“Œ’¬",39,21,18,15
10518,"25203","017000040","22.1.","","","","’·•lŽs","”ª”¦“Œ’¬",216,111,105,78
10519,"25203","017000050","23.1.","","","","’·•lŽs","”ª”¦“Œ’¬",60,36,24,24
10520,"25203","017000060","31.1.2","","","","’·•lŽs","”ª”¦“Œ’¬",64,25,39,29
10521,"25203","017000070","30.1.","","","","’·•lŽs","”ª”¦“Œ’¬",117,58,59,47
10522,"25203","017000070","409.1.","","","","’·•lŽs","”ª”¦“Œ’¬",84,44,40,41
10523,"25203","017000080","34.1.1","","","","’·•lŽs","”ª”¦“Œ’¬",33,16,17,11
10524,"25203","017000090","34.1.2","","","","’·•lŽs","”ª”¦“Œ’¬",65,28,37,28
10525,"25203","017000100","407.1.1","","","","’·•lŽs","”ª”¦“Œ’¬",33,18,15,18
10526,"25203","017000110","21.1.","","","","’·•lŽs","”ª”¦“Œ’¬",260,122,138,96
10527,"25203","017000120","27.1.3","","","","’·•lŽs","”ª”¦“Œ’¬",69,29,40,20
10528,"25203","017000130","26.1.1","","","","’·•lŽs","”ª”¦“Œ’¬",87,43,44,26
10529,"25203","017000140","28.1.1","","","","’·•lŽs","”ª”¦“Œ’¬",76,40,36,32
10530,"25203","017000150","26.1.2","","","","’·•lŽs","”ª”¦“Œ’¬",70,37,33,37
10531,"25203","017000160","20.8.","","","","’·•lŽs","”ª”¦“Œ’¬",20,-,20,2
10532,"25203","017000170","19.1.","","","","’·•lŽs","”ª”¦“Œ’¬",83,41,42,27
10533,"25203","017000180","27.1.1","","","","’·•lŽs","”ª”¦“Œ’¬",58,27,31,19
10534,"25203","017000190","27.1.2","","","","’·•lŽs","”ª”¦“Œ’¬",37,19,18,14
10535,"25203","017000200","28.1.2","","","","’·•lŽs","”ª”¦“Œ’¬",39,19,20,16
10536,"25203","017000210","28.1.3","","","","’·•lŽs","”ª”¦“Œ’¬",10,5,5,4
10537,"25203","017000220","32.1.","","","","’·•lŽs","”ª”¦“Œ’¬",122,63,59,44
10538,"25203","017000230","408.1.1","","","","’·•lŽs","”ª”¦“Œ’¬",35,34,1,33
10539,"25203","017000240","25.1.","","","","’·•lŽs","”ª”¦“Œ’¬",110,61,49,55
10540,"25203","017000250","24.1.","","","","’·•lŽs","”ª”¦“Œ’¬",74,43,31,44
10541,"25203","018000010","404.1.1","","","","’·•lŽs","“ì‚“c’¬",67,29,38,21
10542,"25203","018000020","405.1.1","","","","’·•lŽs","“ì‚“c’¬",45,20,25,14
10543,"25203","018000030","406.1.1","","","","’·•lŽs","“ì‚“c’¬",-,-,-,-
10544,"25203","018000040","404.1.2","","","","’·•lŽs","“ì‚“c’¬",18,8,10,6
10545,"25203","018000050","404.1.3","","","","’·•lŽs","“ì‚“c’¬",30,12,18,10
10546,"25203","018000060","405.1.2","","","","’·•lŽs","“ì‚“c’¬",81,44,37,38
10547,"25203","018000070","406.1.2","","","","’·•lŽs","“ì‚“c’¬",148,76,72,45
10548,"25203","018000080","18.1.1","","","","’·•lŽs","“ì‚“c’¬",40,22,18,14
10549,"25203","018000090","18.1.2","","","","’·•lŽs","“ì‚“c’¬",74,34,40,21
10550,"25203","018000100","38.1.","","","","’·•lŽs","“ì‚“c’¬",145,65,80,49
10551,"25203","018000110","412.1.1","","","","’·•lŽs","“ì‚“c’¬",115,58,57,35
10552,"25203","018000120","40.1.2","","","","’·•lŽs","“ì‚“c’¬",118,61,57,48
10553,"25203","018000130","41.1.","","","","’·•lŽs","“ì‚“c’¬",160,86,74,70
10554,"25203","018000140","40.1.1","","","","’·•lŽs","“ì‚“c’¬",70,37,33,27
10555,"25203","018000150","39.1.","","","","’·•lŽs","“ì‚“c’¬",109,61,48,52
10556,"25203","018000160","408.1.2","","","","’·•lŽs","“ì‚“c’¬",83,40,43,32
10557,"25203","018000170","407.1.2","","","","’·•lŽs","“ì‚“c’¬",107,51,56,39
10558,"25203","018000180","36.1.","","","","’·•lŽs","“ì‚“c’¬",101,44,57,39
10559,"25203","018000190","410.1.","","","","’·•lŽs","“ì‚“c’¬",70,41,29,41
10560,"25203","018000190","411.1.","","","","’·•lŽs","“ì‚“c’¬",70,43,27,35
10561,"25203","018000200","412.1.2","","","","’·•lŽs","“ì‚“c’¬",70,36,34,34
10562,"25203","019000010","46.1.1","","","","’·•lŽs","ŽO˜a’¬",26,14,12,12
10563,"25203","019000020","46.1.2","","","","’·•lŽs","ŽO˜a’¬",22,14,8,12
10564,"25203","019000030","46.1.3","","","","’·•lŽs","ŽO˜a’¬",40,21,19,22
10565,"25203","019000040","46.1.4","","","","’·•lŽs","ŽO˜a’¬",24,10,14,12
10566,"25203","019000050","47.1.1","","","","’·•lŽs","ŽO˜a’¬",54,21,33,22
10567,"25203","019000060","48.8.","","","","’·•lŽs","ŽO˜a’¬",63,63,-,63
10568,"25203","019000060","414.3.1","","","","’·•lŽs","ŽO˜a’¬",-,-,-,-
10569,"25203","019000070","414.3.2","","","","’·•lŽs","ŽO˜a’¬",-,-,-,-
10570,"25203","019000080","47.1.2","","","","’·•lŽs","ŽO˜a’¬",31,12,19,13
10571,"25203","019000090","74.1.4","","","","’·•lŽs","ŽO˜a’¬",32,21,11,14
10572,"25203","020000010","49.1.1","","","","’·•lŽs","’n•ŸŽ›’¬",17,8,9,8
10573,"25203","020000020","50.1.1","","","","’·•lŽs","’n•ŸŽ›’¬",82,44,38,33
10574,"25203","020000030","51.1.1","","","","’·•lŽs","’n•ŸŽ›’¬",-,-,-,-
10575,"25203","020000040","51.1.5","","","","’·•lŽs","’n•ŸŽ›’¬",-,-,-,-
10576,"25203","020000050","49.1.2","","","","’·•lŽs","’n•ŸŽ›’¬",12,7,5,4
10577,"25203","020000060","50.1.2","","","","’·•lŽs","’n•ŸŽ›’¬",79,38,41,29
10578,"25203","020000070","51.1.2","","","","’·•lŽs","’n•ŸŽ›’¬",34,15,19,15
10579,"25203","020000080","51.1.3","","","","’·•lŽs","’n•ŸŽ›’¬",42,19,23,14
10580,"25203","020000090","51.1.4","","","","’·•lŽs","’n•ŸŽ›’¬",43,23,20,13
10581,"25203","020000100","51.1.6","","","","’·•lŽs","’n•ŸŽ›’¬",19,10,9,6
10582,"25203","020000110","49.1.3","","","","’·•lŽs","’n•ŸŽ›’¬",51,24,27,13
10583,"25203","020000120","49.1.4","","","","’·•lŽs","’n•ŸŽ›’¬",53,27,26,20
10584,"25203","020000130","56.1.","","","","’·•lŽs","’n•ŸŽ›’¬",103,51,52,43
10585,"25203","020000140","416.1.1","","","","’·•lŽs","’n•ŸŽ›’¬",60,30,30,21
10586,"25203","021000010","369.1.1","","","","’·•lŽs","•½•û’¬",58,29,29,24
10587,"25203","021000020","369.1.2","","","","’·•lŽs","•½•û’¬",74,40,34,33
10588,"25203","021000030","490.1.2","","","","’·•lŽs","•½•û’¬",43,21,22,20
10589,"25203","021000040","340.1.1","","","","’·•lŽs","•½•û’¬",76,30,46,30
10590,"25203","021000050","340.1.2","","","","’·•lŽs","•½•û’¬",66,31,35,24
10591,"25203","021000060","490.1.1","","","","’·•lŽs","•½•û’¬",75,37,38,35
10592,"25203","021000070","341.1.","","","","’·•lŽs","•½•û’¬",138,77,61,63
10593,"25203","021000070","342.1.","","","","’·•lŽs","•½•û’¬",122,60,62,45
10594,"25203","021000070","343.1.","","","","’·•lŽs","•½•û’¬",158,74,84,62
10595,"25203","021000070","344.1.","","","","’·•lŽs","•½•û’¬",160,75,85,63
10596,"25203","021000070","345.1.","","","","’·•lŽs","•½•û’¬",110,48,62,38
10597,"25203","021000070","346.1.","","","","’·•lŽs","•½•û’¬",98,46,52,43
10598,"25203","021000080","368.1.2","","","","’·•lŽs","•½•û’¬",64,34,30,35
10599,"25203","021000090","347.1.","","","","’·•lŽs","•½•û’¬",68,36,32,31
10600,"25203","021000100","491.1.","","","","’·•lŽs","•½•û’¬",78,43,35,40
10601,"25203","021000110","348.1.","","","","’·•lŽs","•½•û’¬",97,44,53,39
10602,"25203","021000120","349.1.1","","","","’·•lŽs","•½•û’¬",129,62,67,43
10603,"25203","021000130","367.1.1","","","","’·•lŽs","•½•û’¬",30,11,19,9
10604,"25203","021000140","367.1.2","","","","’·•lŽs","•½•û’¬",98,44,54,35
10605,"25203","021000151","366.8.","","","","’·•lŽs","•½•û’¬",36,35,1,33
10606,"25203","021000152","367.1.3","","","","’·•lŽs","•½•û’¬",-,-,-,-
10607,"25203","021000160","365.1.1","","","","’·•lŽs","•½•û’¬",141,72,69,48
10608,"25203","021000170","365.1.2","","","","’·•lŽs","•½•û’¬",42,20,22,15
10609,"25203","021000180","368.1.1","","","","’·•lŽs","•½•û’¬",65,29,36,27
10610,"25203","021000190","349.1.2","","","","’·•lŽs","•½•û’¬",2,1,1,1
10611,"25203","021000200","53.1.","","","","’·•lŽs","•½•û’¬",91,50,41,43
10612,"25203","021000210","42.1.","","","","’·•lŽs","•½•û’¬",124,56,68,39
10613,"25203","021000220","413.1.","","","","’·•lŽs","•½•û’¬",125,64,61,42
10614,"25203","021000230","44.1.2","","","","’·•lŽs","•½•û’¬",48,26,22,18
10615,"25203","021000240","43.1.","","","","’·•lŽs","•½•û’¬",114,59,55,47
10616,"25203","021000250","44.1.1","","","","’·•lŽs","•½•û’¬",63,34,29,33
10617,"25203","021000260","45.1.","","","","’·•lŽs","•½•û’¬",107,54,53,52
10618,"25203","021000300","415.1.","","","","’·•lŽs","•½•û’¬",43,27,16,31
10619,"25203","021000400","54.1.2","","","","’·•lŽs","•½•û’¬",69,31,38,24
10620,"25203","021000500","54.1.1","","","","’·•lŽs","•½•û’¬",48,23,25,21
10621,"25203","022000010","351.1.","","","","’·•lŽs","Žlƒc’Ë’¬",172,80,92,65
10622,"25203","022000020","493.1.1","","","","’·•lŽs","Žlƒc’Ë’¬",88,42,46,26
10623,"25203","022000030","352.1.1","","","","’·•lŽs","Žlƒc’Ë’¬",81,42,39,25
10624,"25203","022000040","493.1.2","","","","’·•lŽs","Žlƒc’Ë’¬",73,38,35,38
10625,"25203","022000050","352.1.2","","","","’·•lŽs","Žlƒc’Ë’¬",106,55,51,36
10626,"25203","022000060","353.1.","","","","’·•lŽs","Žlƒc’Ë’¬",144,69,75,51
10627,"25203","022000070","363.1.","","","","’·•lŽs","Žlƒc’Ë’¬",107,55,52,39
10628,"25203","022000070","497.1.","","","","’·•lŽs","Žlƒc’Ë’¬",168,77,91,58
10629,"25203","023000010","494.1.","","","","’·•lŽs","Ÿ’¬",79,38,41,29
10630,"25203","023000020","495.1.","","","","’·•lŽs","Ÿ’¬",158,72,86,45
10631,"25203","023000030","355.1.","","","","’·•lŽs","Ÿ’¬",160,86,74,66
10632,"25203","023000040","496.1.1","","","","’·•lŽs","Ÿ’¬",91,38,53,28
10633,"25203","023000050","360.1.2","","","","’·•lŽs","Ÿ’¬",111,56,55,38
10634,"25203","023000060","373.1.","","","","’·•lŽs","Ÿ’¬",210,108,102,87
10635,"25203","023000070","499.1.","","","","’·•lŽs","Ÿ’¬",154,75,79,78
10636,"25203","023000070","500.1.","","","","’·•lŽs","Ÿ’¬",73,29,44,41
10637,"25203","023000080","501.1.","","","","’·•lŽs","Ÿ’¬",122,61,61,50
10638,"25203","023000090","360.1.1","","","","’·•lŽs","Ÿ’¬",81,45,36,26
10639,"25203","023000100","361.1.","","","","’·•lŽs","Ÿ’¬",89,39,50,37
10640,"25203","023000110","375.1.","","","","’·•lŽs","Ÿ’¬",128,59,69,58
10641,"25203","024000010","359.1.1","","","","’·•lŽs","‘å’C–¤’¬",145,69,76,70
10642,"25203","024000020","359.1.2","","","","’·•lŽs","‘å’C–¤’¬",103,46,57,34
10643,"25203","025000010","356.1.1","","","","’·•lŽs","Žº’¬",185,87,98,58
10644,"25203","025000020","356.1.2","","","","’·•lŽs","Žº’¬",95,42,53,30
10645,"25203","025000030","358.1.1","","","","’·•lŽs","Žº’¬",78,35,43,27
10646,"25203","025000040","358.1.2","","","","’·•lŽs","Žº’¬",118,56,62,40
10647,"25203","025000050","496.1.2","","","","’·•lŽs","Žº’¬",21,10,11,7
10648,"25203","026000010","378.1.","","","","’·•lŽs","‰i‹vŽ›’¬",125,62,63,37
10649,"25203","026000020","502.1.","","","","’·•lŽs","‰i‹vŽ›’¬",135,62,73,38
10650,"25203","027000010","372.1.1","","","","’·•lŽs","‘åœúˆå’¬",106,55,51,29
10651,"25203","027000020","382.1.3","","","","’·•lŽs","‘åœúˆå’¬",-,-,-,-
10652,"25203","027000030","382.1.4","","","","’·•lŽs","‘åœúˆå’¬",2,1,1,1
10653,"25203","027000040","380.4.","","","","’·•lŽs","‘åœúˆå’¬",49,27,22,1
10654,"25203","027000050","383.1.1","","","","’·•lŽs","‘åœúˆå’¬",121,53,68,36
10655,"25203","027000060","385.1.1","","","","’·•lŽs","‘åœúˆå’¬",62,30,32,25
10656,"25203","027000070","385.1.2","","","","’·•lŽs","‘åœúˆå’¬",63,27,36,25
10657,"25203","027000080","382.1.5","","","","’·•lŽs","‘åœúˆå’¬",-,-,-,-
10658,"25203","027000090","381.4.","","","","’·•lŽs","‘åœúˆå’¬",93,41,52,1
10659,"25203","027000100","382.1.1","","","","’·•lŽs","‘åœúˆå’¬",81,35,46,28
10660,"25203","027000110","383.1.2","","","","’·•lŽs","‘åœúˆå’¬",97,51,46,26
10661,"25203","027000120","384.1.","","","","’·•lŽs","‘åœúˆå’¬",119,56,63,41
10662,"25203","027000130","372.1.2","","","","’·•lŽs","‘åœúˆå’¬",71,31,40,36
10663,"25203","027000140","382.1.2","","","","’·•lŽs","‘åœúˆå’¬",107,59,48,33
10664,"25203","028000010","379.1.1","","","","’·•lŽs","‰ºâ’†’¬",75,33,42,29
10665,"25203","028000020","379.1.2","","","","’·•lŽs","‰ºâ’†’¬",59,25,34,16
10666,"25203","029000010","387.1.1","","","","’·•lŽs","Ž›“c’¬",131,58,73,44
10667,"25203","029000020","387.1.2","","","","’·•lŽs","Ž›“c’¬",38,15,23,12
10668,"25203","029000030","388.4.","","","","’·•lŽs","Ž›“c’¬",159,73,86,1
10669,"25203","030000010","394.1.1","","","","’·•lŽs","“c‘º’¬",66,21,45,15
10670,"25203","030000020","394.1.2","","","","’·•lŽs","“c‘º’¬",103,48,55,28
10671,"25203","030000031","394.1.3","","","","’·•lŽs","“c‘º’¬",71,36,35,22
10672,"25203","030000040","395.1.1","","","","’·•lŽs","“c‘º’¬",108,51,57,30
10673,"25203","030000050","395.1.2","","","","’·•lŽs","“c‘º’¬",47,20,27,14
10674,"25203","030000060","503.3.","","","","’·•lŽs","“c‘º’¬",-,-,-,-
10675,"25203","031000010","386.1.1","","","","’·•lŽs","‚‹´’¬",119,54,65,29
10676,"25203","031000020","386.1.2","","","","’·•lŽs","‚‹´’¬",79,42,37,20
10677,"25203","032000010","370.1.1","","","","’·•lŽs","‰ºâ•l’¬",74,40,34,26
10678,"25203","032000021","370.1.2","","","","’·•lŽs","‰ºâ•l’¬",75,38,37,40
10679,"25203","032000022","371.8.","","","","’·•lŽs","‰ºâ•l’¬",123,121,2,119
10680,"25203","033000010","270.1.","","","","’·•lŽs","‹{Ži’¬",145,71,74,46
10681,"25203","033000020","273.1.","","","","’·•lŽs","‹{Ži’¬",155,84,71,50
10682,"25203","033000030","476.1.","","","","’·•lŽs","‹{Ži’¬",117,66,51,47
10683,"25203","033000040","275.1.1","","","","’·•lŽs","‹{Ži’¬",158,88,70,64
10684,"25203","033000050","276.1.","","","","’·•lŽs","‹{Ži’¬",125,60,65,40
10685,"25203","033000050","478.1.","","","","’·•lŽs","‹{Ži’¬",221,113,108,69
10686,"25203","033000060","277.1.1","","","","’·•lŽs","‹{Ži’¬",69,37,32,22
10687,"25203","033000070","277.1.2","","","","’·•lŽs","‹{Ži’¬",139,69,70,38
10688,"25203","033000080","279.1.","","","","’·•lŽs","‹{Ži’¬",102,46,56,40
10689,"25203","033000090","272.1.","","","","’·•lŽs","‹{Ži’¬",176,82,94,53
10690,"25203","033000100","479.1.","","","","’·•lŽs","‹{Ži’¬",128,57,71,40
10691,"25203","033000110","275.1.2","","","","’·•lŽs","‹{Ži’¬",-,-,-,-
10692,"25203","033000120","275.1.3","","","","’·•lŽs","‹{Ži’¬",15,8,7,5
10693,"25203","033000130","274.1.","","","","’·•lŽs","‹{Ži’¬",115,64,51,41
10694,"25203","033000130","477.1.","","","","’·•lŽs","‹{Ži’¬",167,71,96,51
10695,"25203","033000140","278.1.","","","","’·•lŽs","‹{Ži’¬",166,85,81,58
10696,"25203","034000010","269.1.","","","","’·•lŽs","¬–x’¬",133,64,69,46
10697,"25203","034000010","474.1.","","","","’·•lŽs","¬–x’¬",96,51,45,35
10698,"25203","034000010","475.1.","","","","’·•lŽs","¬–x’¬",47,44,3,47
10699,"25203","034000020","473.1.2","","","","’·•lŽs","¬–x’¬",105,53,52,39
10700,"25203","034000030","267.1.","","","","’·•lŽs","¬–x’¬",190,94,96,63
10701,"25203","034000040","473.1.1","","","","’·•lŽs","¬–x’¬",75,36,39,25
10702,"25203","034000050","264.1.1","","","","’·•lŽs","¬–x’¬",208,119,89,95
10703,"25203","034000060","268.1.","","","","’·•lŽs","¬–x’¬",166,85,81,67
10704,"25203","034000070","403.1.","","","","’·•lŽs","¬–x’¬",123,67,56,56
10705,"25203","034000070","504.1.","","","","’·•lŽs","¬–x’¬",147,71,76,40
10706,"25203","034000080","266.1.","","","","’·•lŽs","¬–x’¬",101,53,48,36
10707,"25203","034000090","265.1.","","","","’·•lŽs","¬–x’¬",130,66,64,41
10708,"25203","034000100","264.1.2","","","","’·•lŽs","¬–x’¬",-,-,-,-
10709,"25203","035000010","357.1.1","","","","’·•lŽs","‘å“Œ’¬",48,28,20,14
10710,"25203","035000020","357.1.2","","","","’·•lŽs","‘å“Œ’¬",25,13,12,9
10711,"25203","036000010","321.1.1","","","","’·•lŽs","¡ì’¬",56,26,30,15
10712,"25203","036000020","321.1.2","","","","’·•lŽs","¡ì’¬",106,48,58,33
10713,"25203","036000030","488.1.1","","","","’·•lŽs","¡ì’¬",60,29,31,16
