40　福　岡,109,101.7,84.1,58.1,47,54.9,38.5,30.6,21.8,17,66.3,66,56.1,37,29.4,30.5,22.6,15.4,10.6,8.1,
41　佐　賀,93.8,87.9,81.8,65.5,43.8,56,45.5,33.2,26.5,17.8,69.4,60.8,50.5,39.8,29.5,33.2,24.4,15.5,10.5,9.5,
42　長　崎,87,94.6,80.4,65.4,51.5,57.2,44.3,34.3,23.2,15.4,57.5,56.6,59,38,30.8,30.5,23.8,17.4,10.7,8.8,
43　熊　本,83.6,80.4,65,52.7,39.6,46.7,36,29.7,19.7,16.3,56.9,49.4,42.5,32,25.1,23.8,20.2,13.9,9.7,7.4,
44　大　分,114,107.7,110,65.4,56.9,59.5,47.4,32.7,23.4,16,78.7,80.5,76,48.1,33.4,33.1,23.6,16.6,12.6,8.3,
45　宮　崎,114.5,100.7,88.7,64.4,51.8,64.3,44.2,35.2,25.6,20.3,73.6,67.6,64,38.6,29.1,33,24.4,18.4,12.1,10.9,
46　鹿児島,81.2,73.7,75.5,61.5,51.6,62,48.7,38.5,27.2,21.2,53.4,54.8,53.7,40.8,33,36.2,25.6,20.4,14.2,12.1,
47　沖　縄,… ,36.9,30.3,24.9,20.5,31.6,27.1,22.7,17.7,13.9,… ,19.2,21.6,15.6,12.2,15.2,13.5,8.8,9.1,5.9,
21大都市（再掲）,,,,,,,,,,,,,,,,,,,,,
50　東京都区部,114.5,104.3,91.7,62.7,52.4,60.1,41.1,32.3,24.4,16.7,83.1,75.5,65.1,46.3,35.7,37,25,18.1,11.7,8.1,
51　札　幌,… ,87.1,77.9,55.5,40.2,48.4,40.4,29,22.4,15.5,… ,81.2,60.1,44.1,23.9,28.9,23.2,17.3,10.4,7.8,
52　仙　台,… ,… ,… ,… ,58.8,59.1,45.2,30.9,23.3,15.8,… ,… ,… ,… ,38,39.5,21.6,15.9,13.3,8.9,
53　さいたま,… ,… ,… ,… ,… ,… ,…,34.8,24.5,14.6,… ,… ,… ,… ,… ,… ,… ,18.1,12.6,8.3,
54　千　葉,… ,… ,… ,… ,… ,49.8,37,31.1,22.8,17.4,… ,… ,… ,… ,… ,36.5,22.2,17.4,12.1,9,
55　横　浜,117.9,96,86,58.5,49.2,57.5,39.9,29.3,21.5,16,75.5,62.9,58.5,39.9,30.9,35,23.3,16.3,11,7.7,
56　川　崎,… ,77.2,80.7,60,50.3,62.8,41.8,36.3,24.6,20.3,… ,75.4,62.9,38.8,36.2,37.8,26.3,17.4,12.3,7.1,
57　相模原,… ,… ,… ,… ,… ,… ,…,…,24.9,20,… ,… ,… ,… ,… ,… ,… ,… ,13.3,7.6,
58　新　潟,… ,… ,… ,… ,… ,… ,…,…,26.4,19.4,… ,… ,… ,… ,… ,… ,… ,… ,13.5,11.7,
59　静　岡,… ,… ,… ,… ,… ,… ,…,34.5,24.1,20.1,… ,… ,… ,… ,… ,… ,… ,15.5,11.8,7.9,
60　浜　松,… ,… ,… ,… ,… ,… ,…,…,23.4,18,… ,… ,… ,… ,… ,… ,… ,… ,12.8,9.7,
61　名古屋,103.8,92.7,87.1,61.1,51.5,58.4,43.6,30.6,24.4,15.7,67.2,68.7,60.3,41.5,35.9,38.7,25,17.3,10.9,8.3,
62　京　都,82.7,77.5,66.3,52.5,41.9,46.3,32.6,28.9,18.2,15.2,58.4,55.7,48,35.7,26,28.9,20.5,15.2,10.2,7.1,
63　大　阪,91.2,86.1,87.6,53.9,42.8,61.2,40.9,32.8,28,20.3,58.8,57.5,60.6,37.4,24.2,31.5,22.3,18.4,12.5,8.5,
64　  堺　　　,… ,… ,… ,… ,… ,… ,…,…,26.3,17.1,… ,… ,… ,… ,… ,… ,… ,… ,9.8,8.9,
65　神　戸,94.5,81.2,85.1,60.1,38.9,59.8,30.6,28.8,19.7,15.9,54.6,59.2,51.5,36.8,26,33.3,21.1,16.6,9.7,7.8,
66  岡　山,… ,… ,… ,… ,… ,… ,…,…,24.4,15.8,… ,… ,… ,… ,… ,… ,… ,… ,12.2,8.2,
67　広　島,… ,… ,… ,51.2,46.5,57.7,44,27.1,19.9,14.6,… ,… ,… ,34.5,25.4,30.2,23.2,14.6,9.5,7.4,
68　北九州,117.5,109.2,93.9,62.3,54.7,64.3,40.8,33.7,21.5,17.2,69.2,73.6,67.6,41.2,37.8,36.5,25.1,15.7,10,7.7,
69　福　岡,… ,113,90.5,53.4,41.7,44.9,32.1,22.5,19.1,16,… ,73.4,60.6,33.4,22.7,23.9,20.5,12.9,9.4,7.1,
70　熊　本,…,…,…,…,…,…,…,…,…,14.7,…,…,…,…,…,…,…,…,…,6.8,
